"ItemID","Stock Status","SKU","Date Updated"
"SAVANNA-33","IN STOCK","S2V2NN2X-C00033",11/18/2016
"SAVANNA-4","IN STOCK","S2V2NN2X-C00004",11/18/2016
"SAVANNA-6","IN STOCK","S2V2NN2X-C00006",11/18/2016
"SAVANNA-613","IN STOCK","S2V2NN2X-C00613",11/18/2016
"SAVANNA-613HL24B","IN STOCK","S2V2NN2X-C61324",11/18/2016
"SAVANNA-613T27","IN STOCK","S2V2NN2X-C613T7",11/18/2016
"SAVANNA-8","IN STOCK","S2V2NN2X-C00008",11/18/2016
"SAVANNA-BAMBOO","LOW","S2V2NN2X-C0BAMB",11/18/2016
"SAVANNA-BUTTERSCOTCH","IN STOCK","S2V2NN2X-CBSTCH",11/18/2016
"SAVANNA-CARAMEL KISS","IN STOCK","S2V2NN2X-CCAKSS",11/18/2016
"SAVANNA-COCONUT CRM","IN STOCK","S2V2NN2X-CCCREM",11/18/2016
"SAVANNA-KAHLUA","OUT","S2V2NN2X-CKAHLA",11/18/2016
"SAVANNA-SANGRIA","IN STOCK","S2V2NN2X-CSNGRA",11/18/2016
"SAVVY-12S28","IN STOCK","S2VVYXXX-C12S28",11/18/2016
"SAVVY-BAMBOO","LOW","S2VVYXXX-C0BAMB",11/18/2016
"SAVVY-BLACK","LOW","S2VVYXXX-CBLACK",11/18/2016
"SAVVY-BLUSH","IN STOCK","S2VVYXXX-CBLUSH",11/18/2016
"SAVVY-CARAMEL KISS","IN STOCK","S2VVYXXX-CCAKSS",11/18/2016
"SAVVY-COCONUT CREAM","IN STOCK","S2VVYXXX-CCCREM",11/18/2016
"SAVVY-DARK BROWN","IN STOCK","S2VVYXXX-CDKBRN",11/18/2016
"SAVVY-DARKEST BROWN","IN STOCK","S2VVYXXX-CDKSBN",11/18/2016
"SAVVY-GINGER BROWN","LOW","S2VVYXXX-CGGBRN",11/18/2016
"SAVVY-HOT COCOA","IN STOCK","S2VVYXXX-CHTCCA",11/18/2016
"SAVVY-ICED CHAMPAGNE","IN STOCK","S2VVYXXX-CCDHMP",11/18/2016
"SAVVY-KAHLUA","IN STOCK","S2VVYXXX-CKAHLA",11/18/2016
"SAVVY-MALIBU BLONDE","IN STOCK","S2VVYXXX-CMBLND",11/18/2016
"SAVVY-MEDIUM BROWN","LOW","S2VVYXXX-CMDBRN",11/18/2016
"SAVVY-SAFARI","LOW","S2VVYXXX-CSAFAR",11/18/2016
"SAVVY-STRAWBRRY FRST","IN STOCK","S2VVYXXX-CSFRST",11/18/2016
"SAVVY-TANGERINE TWST","IN STOCK","S2VVYXXX-CTTWST",11/18/2016
"SCARLETTE-10","LOW","SC2RLL3T-C00010",11/18/2016
"SCARLETTE-131","LOW","SC2RLL3T-C00131",11/18/2016
"SCARLETTE-14","IN STOCK","SC2RLL3T-C00014",11/18/2016
"SCARLETTE-14HL8","LOW","SC2RLL3T-C14HL8",11/18/2016
"SCARLETTE-16","IN STOCK","SC2RLL3T-C00016",11/18/2016
"SCARLETTE-16HL10","LOW","SC2RLL3T-C16H10",11/18/2016
"SCARLETTE-16HL8","LOW","SC2RLL3T-C16HL8",11/18/2016
"SCARLETTE-18","IN STOCK","SC2RLL3T-C00018",11/18/2016
"SCARLETTE-26T12","LOW","SC2RLL3T-C26T12",11/18/2016
"SCARLETTE-6","OUT","SC2RLL3T-C00006",11/18/2016
"SECRET-10","IN STOCK","S3CR3TXX-C00010",11/18/2016
"SECRET-101","IN STOCK","S3CR3TXX-C00101",11/18/2016
"SECRET-12","IN STOCK","S3CR3TXX-C00012",11/18/2016
"SECRET-130","LOW","S3CR3TXX-C00130",11/18/2016
"SECRET-14","IN STOCK","S3CR3TXX-C00014",11/18/2016
"SECRET-14/24","IN STOCK","S3CR3TXX-C01424",11/18/2016
"SECRET-16","IN STOCK","S3CR3TXX-C00016",11/18/2016
"SECRET-16/22","IN STOCK","S3CR3TXX-C01622",11/18/2016
"SECRET-16/613","IN STOCK","S3CR3TXX-C16613",11/18/2016
"SECRET-16HL10","IN STOCK","S3CR3TXX-C16H10",11/18/2016
"SECRET-18","IN STOCK","S3CR3TXX-C00018",11/18/2016
"SECRET-18/22","IN STOCK","S3CR3TXX-C01822",11/18/2016
"SECRET-22","IN STOCK","S3CR3TXX-C00022",11/18/2016
"SECRET-24","IN STOCK","S3CR3TXX-C00024",11/18/2016
"SECRET-27","IN STOCK","S3CR3TXX-C00027",11/18/2016
"SECRET-30","IN STOCK","S3CR3TXX-C00030",11/18/2016
"SECRET-33","IN STOCK","S3CR3TXX-C00033",11/18/2016
"SECRET-38","LOW","S3CR3TXX-C00038",11/18/2016
"SECRET-51","IN STOCK","S3CR3TXX-C00051",11/18/2016
"SECRET-56","LOW","S3CR3TXX-C00056",11/18/2016
"SECRET-613","LOW","S3CR3TXX-C00613",11/18/2016
"SECRET-613HL27","IN STOCK","S3CR3TXX-C613H7",11/18/2016
"SECRET-8","IN STOCK","S3CR3TXX-C00008",11/18/2016
"SECRET-8/22","IN STOCK","S3CR3TXX-C00822",11/18/2016
"SHANE-24BT18","LOW","SH2N3XXX-C24B18",11/18/2016
"SHANE-26T12","LOW","SH2N3XXX-C26T12",11/18/2016
"SHANE-26T8","IN STOCK","SH2N3XXX-C026T8",11/18/2016
"SHANE-613BHL22","LOW","SH2N3XXX-C61322",11/18/2016
"SHANE-BAMBOO","IN STOCK","SH2N3XXX-C0BAMB",11/18/2016
"SHANE-ICED CHAMPAGNE","LOW","SH2N3XXX-CCDHMP",11/18/2016
"SHANE-SAND STONE","LOW","SH2N3XXX-CSDSTN",11/18/2016
"SHANE-STRAWBERRY FST","LOW","SH2N3XXX-CSFRST",11/18/2016
"SHANE-SUNSET RED","IN STOCK","SH2N3XXX-CSNRED",11/18/2016
"SHAPER-1","IN STOCK","SH2P3RXX-C00001",11/18/2016
"SHAPER-10","IN STOCK","SH2P3RXX-C00010",11/18/2016
"SHAPER-102","IN STOCK","SH2P3RXX-C00102",11/18/2016
"SHAPER-12","IN STOCK","SH2P3RXX-C00012",11/18/2016
"SHAPER-12HL6","IN STOCK","SH2P3RXX-C12HL6",11/18/2016
"SHAPER-12S28","IN STOCK","SH2P3RXX-C12S28",11/18/2016
"SHAPER-14/24","IN STOCK","SH2P3RXX-C01424",11/18/2016
"SHAPER-14HL8","IN STOCK","SH2P3RXX-C14HL8",11/18/2016
"SHAPER-16/22","IN STOCK","SH2P3RXX-C01622",11/18/2016
"SHAPER-1B","IN STOCK","SH2P3RXX-C0001B",11/18/2016
"SHAPER-2","IN STOCK","SH2P3RXX-C00002",11/18/2016
"SHAPER-24BT18","IN STOCK","SH2P3RXX-C24B18",11/18/2016
"SHAPER-2832","IN STOCK","SH2P3RXX-C02832",11/18/2016
"SHAPER-34","IN STOCK","SH2P3RXX-C00034",11/18/2016
"SHAPER-36","IN STOCK","SH2P3RXX-C00036",11/18/2016
"SHAPER-38","IN STOCK","SH2P3RXX-C00038",11/18/2016
"SHAPER-39","IN STOCK","SH2P3RXX-C00039",11/18/2016
"SHAPER-4","IN STOCK","SH2P3RXX-C00004",11/18/2016
"SHAPER-44","IN STOCK","SH2P3RXX-C00044",11/18/2016
"SHAPER-48","IN STOCK","SH2P3RXX-C00048",11/18/2016
"SHAPER-51","IN STOCK","SH2P3RXX-C00051",11/18/2016
"SHAPER-56","IN STOCK","SH2P3RXX-C00056",11/18/2016
"SHAPER-56/51","IN STOCK","SH2P3RXX-C05651",11/18/2016
"SHAPER-59","IN STOCK","SH2P3RXX-C00059",11/18/2016
"SHAPER-6","IN STOCK","SH2P3RXX-C00006",11/18/2016
"SHAPER-6/28","LOW","SH2P3RXX-C00628",11/18/2016
"SHAPER-60","IN STOCK","SH2P3RXX-C00060",11/18/2016
"SHAPER-613","IN STOCK","SH2P3RXX-C00613",11/18/2016
"SHAPER-613BHL22","IN STOCK","SH2P3RXX-C61322",11/18/2016
"SHAPER-613HL24B","IN STOCK","SH2P3RXX-C61324",11/18/2016
"SHAPER-8","IN STOCK","SH2P3RXX-C00008",11/18/2016
"SHAPER-BAMBOO","IN STOCK","SH2P3RXX-C0BAMB",11/18/2016
"SHAPER-BLUSH","IN STOCK","SH2P3RXX-CBLUSH",11/18/2016
"SHAPER-CARAMEL KISS","IN STOCK","SH2P3RXX-CCAKSS",11/18/2016
"SHAPER-CINNAMON","IN STOCK","SH2P3RXX-CCNAMN",11/18/2016
"SHAPER-COCONUT CREAM","IN STOCK","SH2P3RXX-CCCREM",11/18/2016
"SHAPER-COGNAC","IN STOCK","SH2P3RXX-CCGNAC",11/18/2016
"SHAPER-DARK AUBURN","IN STOCK","SH2P3RXX-CDKAUB",11/18/2016
"SHAPER-GINGER BROWN","IN STOCK","SH2P3RXX-CGGBRN",11/18/2016
"SHAPER-HOT COCOA","IN STOCK","SH2P3RXX-CHTCCA",11/18/2016
"SHAPER-ICED CHAMPAGN","IN STOCK","SH2P3RXX-CCDHMP",11/18/2016
"SHAPER-KAHLUA","IN STOCK","SH2P3RXX-CKAHLA",11/18/2016
"SHAPER-MALIBU BLONDE","IN STOCK","SH2P3RXX-CMBLND",11/18/2016
"SHAPER-MED BROWN","IN STOCK","SH2P3RXX-CMDBRN",11/18/2016
"SHAPER-MINX","IN STOCK","SH2P3RXX-C00MNX",11/18/2016
"SHAPER-PUMPKIN SPICE","IN STOCK","SH2P3RXX-CPSPCE",11/18/2016
"SHAPER-RTD BLONDE","IN STOCK","SH2P3RXX-CRBLND",11/18/2016
"SHAPER-RTD MALIBU","IN STOCK","SH2P3RXX-CRMALB",11/18/2016
"SHAPER-SILVERSTONE","IN STOCK","SH2P3RXX-CSVRSN",11/18/2016
"SHAPER-STRWBRRY FRST","IN STOCK","SH2P3RXX-CSFRST",11/18/2016
"SHAPER-T PLATINUM","IN STOCK","SH2P3RXX-CTPLAT",11/18/2016
"SHAPER-WARMTH","IN STOCK","SH2P3RXX-CWRMTH",11/18/2016
"SHAPER-WINEBERRY","LOW","SH2P3RXX-CWNBRY",11/18/2016
"SHELBY-10","IN STOCK","SH3LBYXX-C00010",11/18/2016
"SHELBY-12","OUT","SH3LBYXX-C00012",11/18/2016
"SHELBY-18","LOW","SH3LBYXX-C00018",11/18/2016
"SHELBY-18/22","IN STOCK","SH3LBYXX-C01822",11/18/2016
"SHIFT-12S28","IN STOCK","SH5FTXXX-C12S28",11/18/2016
"SHIFT-16/22","IN STOCK","SH5FTXXX-C01622",11/18/2016
"SHIFT-16HL10","IN STOCK","SH5FTXXX-C16H10",11/18/2016
"SHIFT-1B","IN STOCK","SH5FTXXX-C0001B",11/18/2016
"SHIFT-2","IN STOCK","SH5FTXXX-C00002",11/18/2016
"SHIFT-24BT18","IN STOCK","SH5FTXXX-C24B18",11/18/2016
"SHIFT-30","IN STOCK","SH5FTXXX-C00030",11/18/2016
"SHIFT-33","IN STOCK","SH5FTXXX-C00033",11/18/2016
"SHIFT-4","IN STOCK","SH5FTXXX-C00004",11/18/2016
"SHIFT-6","IN STOCK","SH5FTXXX-C00006",11/18/2016
"SHIFT-60","IN STOCK","SH5FTXXX-C00060",11/18/2016
"SHIFT-613/12BT","IN STOCK","SH5FTXXX-C61312",11/18/2016
"SHIFT-613BHL22","IN STOCK","SH5FTXXX-C61322",11/18/2016
"SHIFT-613HL24B","IN STOCK","SH5FTXXX-C61324",11/18/2016
"SHIFT-8","IN STOCK","SH5FTXXX-C00008",11/18/2016
"SHIFT-BAMBOO","IN STOCK","SH5FTXXX-C0BAMB",11/18/2016
"SHIFT-BLUSH","IN STOCK","SH5FTXXX-CBLUSH",11/18/2016
"SHIFT-CARAMEL KISS","IN STOCK","SH5FTXXX-CCAKSS",11/18/2016
"SHIFT-COCONUT CREAM","IN STOCK","SH5FTXXX-CCCREM",11/18/2016
"SHIFT-GINGER BROWN","IN STOCK","SH5FTXXX-CGGBRN",11/18/2016
"SHIFT-HOT COCOA","IN STOCK","SH5FTXXX-CHTCCA",11/18/2016
"SHIFT-ICED CHAMPAGNE","IN STOCK","SH5FTXXX-CCDHMP",11/18/2016
"SHIFT-KAHLUA","IN STOCK","SH5FTXXX-CKAHLA",11/18/2016
"SHIFT-MALIBU BLONDE","IN STOCK","SH5FTXXX-CMBLND",11/18/2016
"SHIFT-MERINGUE","IN STOCK","SH5FTXXX-CMERNG",11/18/2016
"SHIFT-MINX","IN STOCK","SH5FTXXX-C00MNX",11/18/2016
"SHIFT-PUMPKIN SPICE","IN STOCK","SH5FTXXX-CPSPCE",11/18/2016
"SHIFT-SAFARI","IN STOCK","SH5FTXXX-CSAFAR",11/18/2016
"SHIFT-SILVERSTONE","IN STOCK","SH5FTXXX-CSVRSN",11/18/2016
"SHIFT-STRAWBRRY FRST","IN STOCK","SH5FTXXX-CSFRST",11/18/2016
"SHIFT-SUNSET RED","IN STOCK","SH5FTXXX-CSNRED",11/18/2016
"SHIFT-T PLATINUM","IN STOCK","SH5FTXXX-CTPLAT",11/18/2016
"SHIFT-WINEBERRY","IN STOCK","SH5FTXXX-CWNBRY",11/18/2016
"SHILOH-18/22","IN STOCK","SH516HXX-C01822",11/18/2016
"SHILOH-24BT18","IN STOCK","SH516HXX-C24B18",11/18/2016
"SHILOH-26T12","IN STOCK","SH516HXX-C26T12",11/18/2016
"SHILOH-30","LOW","SH516HXX-C00030",11/18/2016
"SHILOH-6/28","OUT","SH516HXX-C00628",11/18/2016
"SHILOH-613T27","OUT","SH516HXX-C613T7",11/18/2016
"SHILOH-AMBER VELVET","IN STOCK","SH516HXX-CAVLVT",11/18/2016
"SHILOH-ICED CHAMPAGN","IN STOCK","SH516HXX-CCHMPN",11/18/2016
"SHILOH-MALIBU BLONDE","IN STOCK","SH516HXX-CMBLND",11/18/2016
"SHILOH-SUNSET RED","LOW","SH516HXX-CSNRED",11/18/2016
"SHOW OFF-10","IN STOCK","SH6W6FFX-C00010",11/18/2016
"SHOW OFF-12","IN STOCK","SH6W6FFX-C00012",11/18/2016
"SHOW OFF-12HL6","IN STOCK","SH6W6FFX-C12HL6",11/18/2016
"SHOW OFF-132","IN STOCK","SH6W6FFX-C00132",11/18/2016
"SHOW OFF-14","IN STOCK","SH6W6FFX-C00014",11/18/2016
"SHOW OFF-14/24","IN STOCK","SH6W6FFX-C01424",11/18/2016
"SHOW OFF-14HL8","IN STOCK","SH6W6FFX-C14HL8",11/18/2016
"SHOW OFF-16","IN STOCK","SH6W6FFX-C00016",11/18/2016
"SHOW OFF-16HL10","IN STOCK","SH6W6FFX-C16H10",11/18/2016
"SHOW OFF-16HL8","IN STOCK","SH6W6FFX-C16HL8",11/18/2016
"SHOW OFF-18","IN STOCK","SH6W6FFX-C00018",11/18/2016
"SHOW OFF-18/22","IN STOCK","SH6W6FFX-C01822",11/18/2016
"SHOW OFF-1B","LOW","SH6W6FFX-C0001B",11/18/2016
"SHOW OFF-20","IN STOCK","SH6W6FFX-C00020",11/18/2016
"SHOW OFF-20HL8","IN STOCK","SH6W6FFX-C20HL8",11/18/2016
"SHOW OFF-22","IN STOCK","SH6W6FFX-C00022",11/18/2016
"SHOW OFF-24","IN STOCK","SH6W6FFX-C00024",11/18/2016
"SHOW OFF-24BT18","IN STOCK","SH6W6FFX-C24B18",11/18/2016
"SHOW OFF-26","IN STOCK","SH6W6FFX-C00026",11/18/2016
"SHOW OFF-26T8","IN STOCK","SH6W6FFX-C026T8",11/18/2016
"SHOW OFF-27","IN STOCK","SH6W6FFX-C00027",11/18/2016
"SHOW OFF-28","IN STOCK","SH6W6FFX-C00028",11/18/2016
"SHOW OFF-4","IN STOCK","SH6W6FFX-C00004",11/18/2016
"SHOW OFF-6","IN STOCK","SH6W6FFX-C00006",11/18/2016
"SHOW OFF-613","IN STOCK","SH6W6FFX-C00613",11/18/2016
"SHOW OFF-613HL27","IN STOCK","SH6W6FFX-C613H7",11/18/2016
"SHOW OFF-8","IN STOCK","SH6W6FFX-C00008",11/18/2016
"SHOW OFF-80BT","IN STOCK","SH6W6FFX-C080BT",11/18/2016
"SHOW OFF-GOLDEN CHOC","IN STOCK","SH6W6FFX-CGSTCH",11/18/2016
"SILHOUETTE-130","IN STOCK","S51H63TT-C00130",11/18/2016
"SILHOUETTE-24","IN STOCK","S51H63TT-C00024",11/18/2016
"SILHOUETTE-27","LOW","S51H63TT-C00027",11/18/2016
"SILHOUETTE-33","IN STOCK","S51H63TT-C00033",11/18/2016
"SILHOUETTE-613","IN STOCK","S51H63TT-C00613",11/18/2016
"SINSATION-16HL10","LOW","S5NS2T56-C16H10",11/18/2016
"SINSATION-16HL8","LOW","S5NS2T56-C16HL8",11/18/2016
"SINSATION-18","IN STOCK","S5NS2T56-C00018",11/18/2016
"SINSATION-28","IN STOCK","S5NS2T56-C00028",11/18/2016
"SINSATION-33","LOW","S5NS2T56-C00033",11/18/2016
"SINSATION-GOLDEN CHC","IN STOCK","S5NS2T56-CGDCHC",11/18/2016
"SKYLAR-26T12","IN STOCK","SKY12RXX-C26T12",11/18/2016
"SKYLAR-26T8","IN STOCK","SKY12RXX-C026T8",11/18/2016
"SKYLAR-613HL24B","IN STOCK","SKY12RXX-C61324",11/18/2016
"SKYLAR-613T27","IN STOCK","SKY12RXX-C613T7",11/18/2016
"SKYLAR-ALMONDINE","IN STOCK","SKY12RXX-CALMDN",11/18/2016
"SKYLAR-KAHLUA","IN STOCK","SKY12RXX-CKAHLA",11/18/2016
"SKYLAR-MINX","LOW","SKY12RXX-C00MNX",11/18/2016
"SKYLAR-ROOTED MALIBU","IN STOCK","SKY12RXX-CRMALB",11/18/2016
"SKYLAR-ROOTED VANILL","LOW","SKY12RXX-CRVANL",11/18/2016
"SKYLAR-SABLE","IN STOCK","SKY12RXX-CSABLE",11/18/2016
"SKYLAR-SAFARI","IN STOCK","SKY12RXX-CSAFAR",11/18/2016
"SKYLAR-SILVERSTONE","IN STOCK","SKY12RXX-CSVRSN",11/18/2016
"SNAP ADD-16","IN STOCK","SN2P2DDX-C00016",11/18/2016
"SNAP ADD-17/101","IN STOCK","SN2P2DDX-C17101",11/18/2016
"SNAP ADD-18/22","IN STOCK","SN2P2DDX-C01822",11/18/2016
"SNAP ADD-30","IN STOCK","SN2P2DDX-C00030",11/18/2016
"SNAP ADD-4","IN STOCK","SN2P2DDX-C00004",11/18/2016
"SNAP ADD-613","IN STOCK","SN2P2DDX-C00613",11/18/2016
"SNAPPIE-130","IN STOCK","SN2PP53X-C00130",11/18/2016
"SNAPPIE-27","IN STOCK","SN2PP53X-C00027",11/18/2016
"SNAPPIE-33","IN STOCK","SN2PP53X-C00033",11/18/2016
"SNAPPIE-613","IN STOCK","SN2PP53X-C00613",11/18/2016
"SNAPPIE-613HL27","IN STOCK","SN2PP53X-C613H7",11/18/2016
"SONYA-101","IN STOCK","S6NY2XXX-C00101",11/18/2016
"SONYA-12HL6","IN STOCK","S6NY2XXX-C12HL6",11/18/2016
"SONYA-12S28","IN STOCK","S6NY2XXX-C12S28",11/18/2016
"SONYA-14HL8","IN STOCK","S6NY2XXX-C14HL8",11/18/2016
"SONYA-16HL10","IN STOCK","S6NY2XXX-C16H10",11/18/2016
"SONYA-18/22","IN STOCK","S6NY2XXX-C01822",11/18/2016
"SONYA-1B","IN STOCK","S6NY2XXX-C0001B",11/18/2016
"SONYA-2","IN STOCK","S6NY2XXX-C00002",11/18/2016
"SONYA-24BT18","IN STOCK","S6NY2XXX-C24B18",11/18/2016
"SONYA-26T12","IN STOCK","S6NY2XXX-C26T12",11/18/2016
"SONYA-27","LOW","S6NY2XXX-C00027",11/18/2016
"SONYA-27T33B","IN STOCK","S6NY2XXX-C2733B",11/18/2016
"SONYA-30","IN STOCK","S6NY2XXX-C00030",11/18/2016
"SONYA-33","IN STOCK","S6NY2XXX-C00033",11/18/2016
"SONYA-38S60B","IN STOCK","S6NY2XXX-C3860B",11/18/2016
"SONYA-4","IN STOCK","S6NY2XXX-C00004",11/18/2016
"SONYA-44S60","IN STOCK","S6NY2XXX-C44S60",11/18/2016
"SONYA-48S60","IN STOCK","S6NY2XXX-C48S60",11/18/2016
"SONYA-6","IN STOCK","S6NY2XXX-C00006",11/18/2016
"SONYA-6/27","IN STOCK","S6NY2XXX-C00627",11/18/2016
"SONYA-6/28","IN STOCK","S6NY2XXX-C00628",11/18/2016
"SONYA-613/12BT","IN STOCK","S6NY2XXX-C61312",11/18/2016
"SONYA-613HL24B","IN STOCK","S6NY2XXX-C61324",11/18/2016
"SONYA-613HL27","IN STOCK","S6NY2XXX-C613H7",11/18/2016
"SONYA-613T27","IN STOCK","S6NY2XXX-C613T7",11/18/2016
"SONYA-8","IN STOCK","S6NY2XXX-C00008",11/18/2016
"SONYA-AMBER VELVET","IN STOCK","S6NY2XXX-CAVLVT",11/18/2016
"SONYA-BAMBOO","IN STOCK","S6NY2XXX-C0BAMB",11/18/2016
"SONYA-BLUSH","IN STOCK","S6NY2XXX-CBLUSH",11/18/2016
"SONYA-BROWN SUGAR","IN STOCK","S6NY2XXX-CBSUGR",11/18/2016
"SONYA-CARAMEL KISS","IN STOCK","S6NY2XXX-CCAKSS",11/18/2016
"SONYA-CHERRY BRN","IN STOCK","S6NY2XXX-CCHBRN",11/18/2016
"SONYA-COCONUT CREAM","IN STOCK","S6NY2XXX-CCCREM",11/18/2016
"SONYA-COGNAC","IN STOCK","S6NY2XXX-CCGNAC",11/18/2016
"SONYA-GINGER BROWN","IN STOCK","S6NY2XXX-CGGBRN",11/18/2016
"SONYA-GOLD MIST","LOW","S6NY2XXX-CGDMST",11/18/2016
"SONYA-HOT COCOA","IN STOCK","S6NY2XXX-CHTCCA",11/18/2016
"SONYA-ICED CHAMPAGNE","IN STOCK","S6NY2XXX-CCDHMP",11/18/2016
"SONYA-KAHLUA","IN STOCK","S6NY2XXX-CKAHLA",11/18/2016
"SONYA-MALIBU BLONDE","IN STOCK","S6NY2XXX-CMBLND",11/18/2016
"SONYA-MERINGUE","IN STOCK","S6NY2XXX-CMERNG",11/18/2016
"SONYA-MINX","IN STOCK","S6NY2XXX-C00MNX",11/18/2016
"SONYA-SAFARI","IN STOCK","S6NY2XXX-CSAFAR",11/18/2016
"SONYA-SAND STONE","IN STOCK","S6NY2XXX-CSDSTN",11/18/2016
"SONYA-SANGRIA","IN STOCK","S6NY2XXX-CSNGRA",11/18/2016
"SONYA-SILVERSTONE","IN STOCK","S6NY2XXX-CSVRSN",11/18/2016
"SONYA-SUNSET RED","IN STOCK","S6NY2XXX-CSNRED",11/18/2016
"SONYA-WARMTH","IN STOCK","S6NY2XXX-CWRMTH",11/18/2016
"SONYA-WINEBERRY","IN STOCK","S6NY2XXX-CWNBRY",11/18/2016
"SORBETTE-12","IN STOCK","S6RB3TT3-C00012",11/18/2016
"SORBETTE-16","IN STOCK","S6RB3TT3-C00016",11/18/2016
"SORBETTE-16/22","LOW","S6RB3TT3-C01622",11/18/2016
"SORBETTE-24","IN STOCK","S6RB3TT3-C00024",11/18/2016
"SORBETTE-27","IN STOCK","S6RB3TT3-C00027",11/18/2016
"SORBETTE-34","IN STOCK","S6RB3TT3-C00034",11/18/2016
"SORBETTE-38","IN STOCK","S6RB3TT3-C00038",11/18/2016
"SORBETTE-613HL24B","IN STOCK","S6RB3TT3-C61324",11/18/2016
"SORBETTE-BLUSH","IN STOCK","S6RB3TT3-CBLUSH",11/18/2016
"SORBETTE-LT CHOCOLAT","OUT","S6RB3TT3-CLTCHC",11/18/2016
"SPIRIT-14","LOW","SP5R5TXX-C00014",11/18/2016
"SPIRIT-14HL8","IN STOCK","SP5R5TXX-C14HL8",11/18/2016
"SPIRIT-24B","IN STOCK","SP5R5TXX-C0024B",11/18/2016
"SPIRIT-26T8","IN STOCK","SP5R5TXX-C026T8",11/18/2016
"SPIRIT-6","IN STOCK","SP5R5TXX-C00006",11/18/2016
"SPIRIT-613","IN STOCK","SP5R5TXX-C00613",11/18/2016
"SPIRIT-80BT","IN STOCK","SP5R5TXX-C080BT",11/18/2016
"SPLASH-1","IN STOCK","SP12SHXX-C00001",11/18/2016
"SPLASH-130","IN STOCK","SP12SHXX-C00130",11/18/2016
"SPLASH-1B","IN STOCK","SP12SHXX-C0001B",11/18/2016
"SPLASH-25/28B","IN STOCK","SP12SHXX-C2528B",11/18/2016
"SPLASH-26T12","IN STOCK","SP12SHXX-C26T12",11/18/2016
"SPLASH-27T33B","IN STOCK","SP12SHXX-C2733B",11/18/2016
"SPLASH-33/27/613T","IN STOCK","SP12SHXX-C32763",11/18/2016
"SPLASH-4/6","IN STOCK","SP12SHXX-C00046",11/18/2016
"SPLASH-BUTTERSCOTCH","IN STOCK","SP12SHXX-CBSTCH",11/18/2016
"SPRING-12HL6","IN STOCK","SPR5NGXX-C12HL6",11/18/2016
"SPRING-12S28","IN STOCK","SPR5NGXX-C12S28",11/18/2016
"SPRING-14HL8","IN STOCK","SPR5NGXX-C14HL8",11/18/2016
"SPRING-1B","IN STOCK","SPR5NGXX-C0001B",11/18/2016
"SPRING-2","IN STOCK","SPR5NGXX-C00002",11/18/2016
"SPRING-24BT18","IN STOCK","SPR5NGXX-C24B18",11/18/2016
"SPRING-2832","LOW","SPR5NGXX-C02832",11/18/2016
"SPRING-4","IN STOCK","SPR5NGXX-C00004",11/18/2016
"SPRING-6","IN STOCK","SPR5NGXX-C00006",11/18/2016
"SPRING-6/28","IN STOCK","SPR5NGXX-C00628",11/18/2016
"SPRING-6/33","IN STOCK","SPR5NGXX-C00633",11/18/2016
"SPRING-613/12BT","IN STOCK","SPR5NGXX-C61312",11/18/2016
"SPRING-613T27","IN STOCK","SPR5NGXX-C613T7",11/18/2016
"SPRING-BAMBOO","IN STOCK","SPR5NGXX-C0BAMB",11/18/2016
"SPRING-BLUSH","LOW","SPR5NGXX-CBLUSH",11/18/2016
"SPRING-CARAMEL KISS","IN STOCK","SPR5NGXX-CCAKSS",11/18/2016
"SPRING-COCONUT CREAM","IN STOCK","SPR5NGXX-CCCREM",11/18/2016
"SPRING-DARK AUBURN","IN STOCK","SPR5NGXX-CDKAUB",11/18/2016
"SPRING-GINGER BROWN","IN STOCK","SPR5NGXX-CGGBRN",11/18/2016
"SPRING-HOT COCOA","IN STOCK","SPR5NGXX-CHTCCA",11/18/2016
"SPRING-KAHLUA","IN STOCK","SPR5NGXX-CKAHLA",11/18/2016
"SPRING-MALIBU BLONDE","IN STOCK","SPR5NGXX-CMBLND",11/18/2016
"SPRING-MINX","IN STOCK","SPR5NGXX-C00MNX",11/18/2016
"SPRING-SAFARI","IN STOCK","SPR5NGXX-CSAFAR",11/18/2016
"SPRING-SILVERSTONE","IN STOCK","SPR5NGXX-CSVRSN",11/18/2016
"SPRING-STRWBRRY FRST","IN STOCK","SPR5NGXX-CSFRST",11/18/2016
"SPRING-SUNSET RED","IN STOCK","SPR5NGXX-CSNRED",11/18/2016
"SPRING-T PLATINUM","IN STOCK","SPR5NGXX-CTPLAT",11/18/2016
"SPRING-WINEBERRY","LOW","SPR5NGXX-CWNBRY",11/18/2016
"STYLE-2","IN STOCK","4SPG312X-CXXXXX",11/18/2016
"STYLE-8","IN STOCK","4SPG318X-CXXXXX",11/18/2016
"STYRO-MN-115","IN STOCK","8STYR6MN-CXXWHT",11/18/2016
"SWIFT-12S28","IN STOCK","SW5FTXXX-C12S28",11/18/2016
"SWIFT-27","IN STOCK","SW5FTXXX-C00027",11/18/2016
"SWIFT-33","LOW","SW5FTXXX-C00033",11/18/2016
"SWIFT-38S60B","IN STOCK","SW5FTXXX-C3860B",11/18/2016
"SWIFT-44S60","IN STOCK","SW5FTXXX-C44S60",11/18/2016
"SWIFT-48S101","IN STOCK","SW5FTXXX-C48101",11/18/2016
"SWIFT-48S60","IN STOCK","SW5FTXXX-C48S60",11/18/2016
"SWIFT-56/44","IN STOCK","SW5FTXXX-C05644",11/18/2016
